,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,12.15345,151.08594,502.65933,12.73442,1832.11638,REFPROP::R1336MZZZ,67.20372
12,12.15345,75.49812,294.41356,12.09769,1301.55645,REFPROP::R1336MZZZ,9.18599
13,12.15345,33.82896,241.07651,11.91623,1138.79735,REFPROP::R1336MZZZ,1.93418
14,12.15345,10.0,239.09818,0.39354,1138.79735,REFPROP::R1336MZZZ,-0.04415
15,12.15345,10.0,386.95489,0.39354,1660.98246,REFPROP::R1336MZZZ,-0.04415
16,12.15345,70.49812,440.29194,0.38764,1832.11638,REFPROP::R1336MZZZ,4.83633
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,130.0,546.539,5.0,1634.42157,REFPROP::water,84.41111
18,12.15345,126.24572,472.02999,12.51854,1758.33205,REFPROP::R1336MZZZ,57.46641
19,12.15345,125.40815,364.8195,12.30632,1489.94843,REFPROP::R1336MZZZ,26.24875
28,10.0,90.39102,379.01607,5.0,1197.07939,REFPROP::water,40.72163
29,10.0,121.2466,509.31379,5.0,1541.06916,REFPROP::water,73.61864
