,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,13.28446,164.7546,516.43595,14.35776,1859.32641,REFPROP::R1336MZZZ,73.27582
12,13.28446,75.0,293.76772,13.63988,1299.34229,REFPROP::R1336MZZZ,9.16709
13,13.28446,29.75779,236.10998,13.43528,1122.14183,REFPROP::R1336MZZZ,1.68366
14,13.28446,5.0,236.10998,0.31368,1129.99693,REFPROP::R1336MZZZ,-0.54051
15,13.28446,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,13.28446,70.0,440.02672,0.29352,1845.28689,REFPROP::R1336MZZZ,0.84188
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
18,13.28446,132.21865,475.3706,14.11437,1762.44236,REFPROP::R1336MZZZ,59.64318
19,13.28446,131.35729,373.91912,13.87509,1512.22797,REFPROP::R1336MZZZ,29.03991
28,10.0,95.36101,399.92542,5.0,1254.20547,REFPROP::water,45.45572
29,10.0,127.21929,534.69827,5.0,1604.9493,REFPROP::water,80.91546
