,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,14.22206,153.08368,503.54518,13.57625,1831.68811,REFPROP::R1336MZZZ,68.21084
12,14.22206,70.0,287.17224,13.57625,1280.27568,REFPROP::R1336MZZZ,7.97033
13,14.22206,28.15722,234.1469,13.37261,1115.65912,REFPROP::R1336MZZZ,1.55616
14,14.22206,5.0,232.12192,0.31368,1115.65912,REFPROP::R1336MZZZ,-0.46882
15,14.22206,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,14.22206,65.0,435.39433,0.29352,1831.68811,REFPROP::R1336MZZZ,0.05998
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
18,14.22206,130.26528,474.30936,13.57625,1761.15771,REFPROP::R1336MZZZ,58.94569
19,14.22206,130.26528,372.23244,13.57625,1508.12586,REFPROP::R1336MZZZ,28.51475
28,10.0,98.80307,414.42167,5.0,1293.36023,REFPROP::water,48.8653
29,10.0,130.2659,547.67203,5.0,1637.2311,REFPROP::water,84.74863
