,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,13.32082,164.60822,516.24407,14.36618,1858.86494,REFPROP::R1336MZZZ,73.21461
12,13.32082,75.31368,294.18355,13.64787,1300.5343,REFPROP::R1336MZZZ,9.24541
13,13.32082,24.33021,229.48758,13.64787,1100.02919,REFPROP::R1336MZZZ,1.32246
14,13.32082,5.0,227.77446,0.31368,1100.02919,REFPROP::R1336MZZZ,-0.39067
15,13.32082,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,13.32082,75.31368,444.98451,0.29799,1858.86494,REFPROP::R1336MZZZ,1.95504
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
18,13.32082,132.24824,475.38642,14.12264,1762.46133,REFPROP::R1336MZZZ,59.65363
19,13.32082,131.38676,373.96474,13.88323,1512.33876,REFPROP::R1336MZZZ,29.05417
28,10.0,95.31308,399.72366,5.0,1253.65795,REFPROP::water,45.40899
29,10.0,127.24923,534.82564,5.0,1605.26743,REFPROP::water,80.95275
