,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,12.78037,171.12615,525.21193,13.64084,1881.28936,REFPROP::R1336MZZZ,75.83299
12,12.78037,75.0,293.76099,12.9588,1299.48212,REFPROP::R1336MZZZ,9.12077
13,12.78037,27.48501,233.30765,12.82921,1113.00326,REFPROP::R1336MZZZ,1.46892
14,12.78037,5.0,233.30765,0.31368,1119.92203,REFPROP::R1336MZZZ,-0.49013
15,12.78037,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,12.78037,73.0,442.82232,0.29501,1853.14411,REFPROP::R1336MZZZ,1.41271
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
18,12.78037,129.64828,473.96754,13.4096,1760.73927,REFPROP::R1336MZZZ,58.72236
19,12.78037,128.79708,369.97671,13.18227,1502.62036,REFPROP::R1336MZZZ,27.8179
28,10.0,93.20578,390.85507,5.0,1229.51972,REFPROP::water,43.37514
29,10.0,124.64729,523.75918,5.0,1577.53867,REFPROP::water,77.73768
