,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,13.98789,157.18777,505.15586,15.42416,1830.57298,REFPROP::R1336MZZZ,70.13726
12,13.98789,74.92992,293.68515,14.65295,1298.86849,REFPROP::R1336MZZZ,9.21868
13,13.98789,33.60763,240.87805,14.43316,1137.54137,REFPROP::R1336MZZZ,2.09135
14,13.98789,10.0,238.74255,0.39354,1137.54137,REFPROP::R1336MZZZ,-0.04415
15,13.98789,10.0,386.95489,0.39354,1660.98246,REFPROP::R1336MZZZ,-0.04415
16,13.98789,69.92992,439.762,0.38764,1830.57298,REFPROP::R1336MZZZ,4.7434
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
18,13.98789,135.86493,477.25869,15.16268,1764.66023,REFPROP::R1336MZZZ,60.90329
19,13.98789,134.98934,379.58797,14.90564,1525.92537,REFPROP::R1336MZZZ,30.83034
28,10.0,98.61006,413.60845,5.0,1291.17332,REFPROP::water,48.67131
29,10.0,130.86588,550.22915,5.0,1643.56504,REFPROP::water,85.51229
