,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,13.96372,155.77606,507.47937,13.21089,1841.96102,REFPROP::R1336MZZZ,69.23625
12,13.96372,70.0,287.16735,13.21089,1280.34696,REFPROP::R1336MZZZ,7.94525
13,13.96372,32.06795,238.93689,13.01272,1131.54163,REFPROP::R1336MZZZ,1.84902
14,13.96372,10.0,237.04372,0.39354,1131.54163,REFPROP::R1336MZZZ,-0.04415
15,13.96372,10.0,386.95489,0.39354,1660.98246,REFPROP::R1336MZZZ,-0.04415
16,13.96372,65.0,435.18535,0.38764,1817.13646,REFPROP::R1336MZZZ,3.9713
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
18,13.96372,128.90484,473.55166,13.21089,1760.22742,REFPROP::R1336MZZZ,58.45141
19,13.96372,128.90484,370.14181,13.21089,1503.02408,REFPROP::R1336MZZZ,27.86869
28,10.0,97.5901,409.31176,5.0,1279.59974,REFPROP::water,47.65167
29,10.0,128.90528,541.87571,5.0,1622.83869,REFPROP::water,83.02751
