,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,13.1859,165.935,518.09906,14.21499,1863.51671,REFPROP::R1336MZZZ,73.75245
12,13.1859,75.0,293.76637,13.50424,1299.3701,REFPROP::R1336MZZZ,9.15786
13,13.1859,32.08357,238.96486,13.30167,1131.56319,REFPROP::R1336MZZZ,1.87089
14,13.1859,8.0,238.96486,0.35983,1139.04741,REFPROP::R1336MZZZ,-0.24827
15,13.1859,7.55354,385.11135,0.35264,1659.8614,REFPROP::R1336MZZZ,-1.57026
16,13.1859,70.0,439.91285,0.34735,1836.50957,REFPROP::R1336MZZZ,3.21331
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
18,13.1859,131.71475,475.09996,13.97401,1762.11698,REFPROP::R1336MZZZ,59.46468
19,13.1859,130.85537,373.1429,13.73711,1510.34168,REFPROP::R1336MZZZ,28.79779
28,10.0,94.9306,398.11366,5.0,1249.28617,REFPROP::water,45.03686
29,10.0,126.71517,532.55321,5.0,1599.58821,REFPROP::water,80.28839
