,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,5.28519,146.97586,534.24247,10.72052,1951.23346,REFPROP::R245fa,65.09524
12,5.28519,71.15075,295.9869,10.1845,1309.10257,REFPROP::R245fa,8.65904
13,5.28519,29.72339,238.72492,10.1845,1132.06745,REFPROP::R245fa,1.52455
14,5.28519,10.0,237.18667,0.82417,1132.06745,REFPROP::R245fa,-0.0137
15,5.28519,10.0,412.2191,0.82417,1750.22895,REFPROP::R245fa,-0.0137
16,5.28519,71.15075,467.6784,0.82417,1927.26407,REFPROP::R245fa,5.3181
21,10.0,65.0,272.17921,1.013,893.60913,REFPROP::water,19.81236
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,5.28519,91.98665,470.47555,10.53878,1789.38943,REFPROP::R245fa,47.15446
19,5.28519,91.25441,325.97795,10.36013,1393.69409,REFPROP::R245fa,14.69799
28,10.0,68.78453,288.03003,1.013,940.22387,REFPROP::water,22.46422
29,10.0,86.98755,364.39969,1.013,1157.82476,REFPROP::water,37.2202
