,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,5.35662,145.73699,532.78335,10.74164,1947.64719,REFPROP::R245fa,64.65157
12,5.35662,72.33524,297.7053,10.20456,1314.08013,REFPROP::R245fa,8.96804
13,5.35662,26.06243,233.89101,10.20456,1116.00513,REFPROP::R245fa,1.23868
14,5.35662,5.0,232.21886,0.66576,1116.00513,REFPROP::R245fa,-0.43347
15,5.35662,3.82993,407.58983,0.63247,1749.57219,REFPROP::R245fa,-4.45702
16,5.35662,72.33524,469.12805,0.63247,1947.64719,REFPROP::R245fa,0.99627
21,10.0,65.0,272.17921,1.013,893.60913,REFPROP::water,19.81236
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,5.35662,92.07113,470.52702,10.55954,1789.43452,REFPROP::R245fa,47.19316
19,5.35662,91.33853,326.10712,10.38053,1394.04357,REFPROP::R245fa,14.72821
28,10.0,68.63246,287.393,1.013,938.36042,REFPROP::water,22.35482
29,10.0,87.0717,364.75331,1.013,1158.80655,REFPROP::water,37.29582
