,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,5.24052,142.76462,530.29053,9.97209,1945.76737,REFPROP::R245fa,62.69102
12,5.24052,67.0,290.00409,9.77265,1291.71988,REFPROP::R245fa,7.59813
13,5.24052,29.35644,238.22306,9.62606,1130.54827,REFPROP::R245fa,1.45284
14,5.24052,5.0,238.22306,0.66576,1137.59132,REFPROP::R245fa,-0.5414
15,5.24052,3.82993,407.58983,0.63247,1749.57219,REFPROP::R245fa,-4.45702
16,5.24052,62.0,459.37086,0.62298,1919.90034,REFPROP::R245fa,-0.9044
21,10.0,65.0,272.17921,1.013,893.60913,REFPROP::water,19.81236
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,5.24052,89.34589,468.84931,9.90516,1787.95815,REFPROP::R245fa,45.93349
19,5.24052,89.06153,322.62245,9.83868,1384.5848,REFPROP::R245fa,13.92179
28,10.0,69.08119,289.27291,1.013,943.85714,REFPROP::water,22.67834
29,10.0,87.34534,365.90333,1.013,1161.99785,REFPROP::water,37.54222
