,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,5.65405,130.64989,516.78416,9.70518,1914.30113,REFPROP::R245fa,58.09432
12,5.65405,65.0,287.14348,9.70518,1283.30153,REFPROP::R245fa,7.12117
13,5.65405,28.61007,237.23342,9.5596,1127.28931,REFPROP::R245fa,1.38598
14,5.65405,5.0,235.35755,0.66576,1127.28931,REFPROP::R245fa,-0.48989
15,5.65405,3.82993,407.58983,0.63247,1749.57219,REFPROP::R245fa,-4.45702
16,5.65405,60.0,457.49988,0.62298,1914.30113,REFPROP::R245fa,-1.18996
21,10.0,65.0,272.17921,1.013,893.60913,REFPROP::water,19.81236
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,5.65405,88.48612,468.31286,9.70518,1787.48379,REFPROP::R245fa,45.53135
19,5.65405,88.48612,321.74565,9.70518,1382.19459,REFPROP::R245fa,13.72177
28,10.0,69.67086,291.74345,1.013,951.06985,REFPROP::water,23.10661
29,10.0,88.4855,370.69577,1.013,1175.27092,REFPROP::water,38.57639
