,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,5.3206,144.27007,530.99271,10.81785,1942.97761,REFPROP::R245fa,64.18312
12,5.3206,70.0,294.3229,10.27696,1304.23917,REFPROP::R245fa,8.37211
13,5.3206,32.70638,242.68662,10.1228,1145.09906,REFPROP::R245fa,1.79634
14,5.3206,8.0,242.68662,0.75755,1152.29363,REFPROP::R245fa,-0.2408
15,5.3206,7.52566,410.36228,0.7424,1749.89491,REFPROP::R245fa,-1.77594
16,5.3206,65.0,461.99857,0.73127,1917.91504,REFPROP::R245fa,2.28545
21,10.0,65.0,272.17921,1.013,893.60913,REFPROP::water,19.81236
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,5.3206,92.37496,470.71184,10.63446,1789.59633,REFPROP::R245fa,47.33216
19,5.3206,91.64107,326.57196,10.45418,1395.30046,REFPROP::R245fa,14.83716
28,10.0,69.09664,289.33763,1.013,944.04626,REFPROP::water,22.68952
29,10.0,87.37516,366.02866,1.013,1162.34552,REFPROP::water,37.56911
