,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,5.14903,150.88169,538.87778,10.62345,1962.71728,REFPROP::R245fa,66.47891
12,5.14903,70.0,294.32225,10.09228,1304.28186,REFPROP::R245fa,8.35937
13,5.14903,28.3443,236.89442,9.99136,1126.05792,REFPROP::R245fa,1.39565
14,5.14903,5.0,236.89442,0.66576,1132.81464,REFPROP::R245fa,-0.51752
15,5.14903,3.82993,407.58983,0.63247,1749.57219,REFPROP::R245fa,-4.45702
16,5.14903,68.0,465.01766,0.62614,1936.28985,REFPROP::R245fa,0.10171
21,10.0,65.0,272.17921,1.013,893.60913,REFPROP::water,19.81236
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,5.14903,91.59672,470.23753,10.44336,1789.1807,REFPROP::R245fa,46.97554
19,5.14903,90.86614,325.38219,10.26632,1392.08112,REFPROP::R245fa,14.55894
28,10.0,68.81843,288.17207,1.013,940.63925,REFPROP::water,22.48865
29,10.0,86.59703,362.75859,1.013,1153.2654,REFPROP::water,36.87007
