,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,5.81211,125.18096,510.29004,9.88713,1897.10141,REFPROP::R245fa,56.4703
12,5.81211,65.0,287.14496,9.88713,1283.26193,REFPROP::R245fa,7.13386
13,5.81211,32.35938,242.21398,9.73882,1143.64802,REFPROP::R245fa,1.73457
14,5.81211,10.0,240.46571,0.82417,1143.64802,REFPROP::R245fa,-0.0137
15,5.81211,10.0,412.2191,0.82417,1750.22895,REFPROP::R245fa,-0.0137
16,5.81211,60.0,457.15008,0.81181,1897.10141,REFPROP::R245fa,3.33034
21,10.0,65.0,272.17921,1.013,893.60913,REFPROP::water,19.81236
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,5.81211,89.26892,468.80142,9.88713,1787.91584,REFPROP::R245fa,45.89757
19,5.81211,89.26892,322.93883,9.88713,1385.44626,REFPROP::R245fa,13.99425
28,10.0,69.9667,292.98301,1.013,954.68405,REFPROP::water,23.3228
29,10.0,89.2686,373.98804,1.013,1184.36491,REFPROP::water,39.2937
