,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,8.51463,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,8.51463,15.98552,228.10801,21.53984,1092.86608,REFPROP::R152a,45.87442
33,8.51463,51.5547,293.27518,21.32444,1305.28913,REFPROP::R152a,50.894
34,8.51463,135.0,640.68057,20.25822,2291.02884,REFPROP::R152a,119.18719
35,8.51463,72.89516,584.80359,4.66329,2309.10501,REFPROP::R152a,58.19195
36,8.51463,17.98552,519.63643,4.61666,2105.26066,REFPROP::R152a,50.74331
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,8.51463,74.80682,341.55613,20.96294,1448.91208,REFPROP::R152a,58.50812
39,8.51463,74.01929,543.02284,20.60757,2029.36698,REFPROP::R152a,95.61901
48,10.0,120.48925,506.09945,5.0,1532.9113,REFPROP::water,72.71419
49,10.0,79.80586,334.55802,5.0,1072.97261,REFPROP::water,31.4044
