,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,8.40585,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,8.40585,15.94122,228.05832,22.53118,1092.32447,REFPROP::R152a,45.97808
33,8.40585,48.56937,287.49059,22.19321,1287.07066,REFPROP::R152a,50.26797
34,8.40585,135.0,639.39171,21.08355,2283.60684,REFPROP::R152a,119.99987
35,8.40585,71.10078,582.58652,4.68696,2302.08231,REFPROP::R152a,57.96336
36,8.40585,20.94122,523.15425,4.61666,2117.28289,REFPROP::R152a,50.85704
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,8.40585,76.65896,345.64347,21.81698,1460.29792,REFPROP::R152a,59.37155
39,8.40585,75.86373,543.22636,21.44713,2026.56442,REFPROP::R152a,96.61609
48,10.0,121.03515,508.41624,5.0,1538.79279,REFPROP::water,73.36564
49,10.0,81.65814,342.33101,5.0,1094.93759,REFPROP::water,32.95801
