,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,7.5261,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,7.5261,11.18829,220.08909,30.94883,1061.3876,REFPROP::R152a,46.76863
33,7.5261,31.91718,256.55553,30.4846,1185.31453,REFPROP::R152a,48.14516
34,7.5261,140.0,631.77995,30.4846,2227.31698,REFPROP::R152a,128.32659
35,7.5261,48.02645,557.36283,3.78441,2251.51832,REFPROP::R152a,47.05686
36,7.5261,16.18829,520.89639,3.72764,2133.71977,REFPROP::R152a,43.94508
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,7.5261,92.87877,384.15773,30.4846,1564.41071,REFPROP::R152a,68.40628
39,7.5261,92.87877,540.99764,30.4846,1992.90137,REFPROP::R152a,103.91906
48,10.0,123.98108,520.92768,5.0,1570.41476,REFPROP::water,76.92332
49,10.0,92.87974,389.48332,5.0,1225.77375,REFPROP::water,43.06407
