,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,7.45218,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,7.45218,11.19635,220.1091,31.13714,1061.3876,REFPROP::R152a,46.78864
33,7.45218,29.39765,252.03323,31.13714,1170.18891,REFPROP::R152a,47.90568
34,7.45218,140.0,630.65514,31.13714,2222.5275,REFPROP::R152a,128.55792
35,7.45218,39.46686,547.61301,3.72764,2222.5275,REFPROP::R152a,45.51579
36,7.45218,11.19635,515.16155,3.72764,2113.72619,REFPROP::R152a,43.87142
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,7.45218,93.94696,386.93244,31.13714,1571.71049,REFPROP::R152a,69.11405
39,7.45218,93.94696,540.49987,31.13714,1990.03984,REFPROP::R152a,104.23153
48,10.0,124.24894,522.06604,5.0,1573.28025,REFPROP::water,77.25032
49,10.0,93.94794,393.97792,5.0,1238.0352,REFPROP::water,44.08684
