,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,8.16686,12.0,220.67259,3.98114,1073.55182,REFPROP::R152a,43.90783
32,8.16686,13.14629,223.263,24.53175,1074.90956,REFPROP::R152a,46.1138
33,8.16686,41.56251,274.21381,24.16377,1244.62183,REFPROP::R152a,49.01058
34,8.16686,135.0,636.41274,22.95558,2267.33972,REFPROP::R152a,121.62693
35,8.16686,61.9425,572.8656,4.12426,2288.6009,REFPROP::R152a,52.0597
36,8.16686,18.14629,521.9148,4.06239,2127.45118,REFPROP::R152a,46.73844
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,8.16686,80.6646,354.66186,23.75414,1485.17804,REFPROP::R152a,61.34513
39,8.16686,79.85295,543.4309,23.35145,2020.09346,REFPROP::R152a,98.65288
48,10.0,122.18889,513.31442,5.0,1551.20074,REFPROP::water,74.75051
49,10.0,85.66369,359.14937,5.0,1142.07327,REFPROP::water,36.42991
