,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,7.76521,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,7.76521,16.10617,228.50848,28.29239,1091.73495,REFPROP::R152a,46.59517
33,7.76521,39.98072,271.27321,28.29239,1233.73527,REFPROP::R152a,49.15251
34,7.76521,140.0,635.47396,28.29239,2243.65293,REFPROP::R152a,127.39507
35,7.76521,54.08501,562.37579,4.61666,2243.65293,REFPROP::R152a,54.2969
36,7.76521,17.10617,518.58758,4.61666,2101.65261,REFPROP::R152a,50.71609
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,7.76521,89.15289,374.76818,28.29239,1539.52225,REFPROP::R152a,66.0639
39,7.76521,89.15289,542.30802,28.29239,2001.95254,REFPROP::R152a,102.66659
48,10.0,123.03456,516.90612,5.0,1560.27614,REFPROP::water,75.77251
49,10.0,89.15377,373.81455,5.0,1182.74704,REFPROP::water,39.57831
