,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,7.93278,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,7.93278,16.0332,228.33566,26.68717,1091.73495,REFPROP::R152a,46.42234
33,7.93278,45.5566,281.69986,26.68717,1267.32968,REFPROP::R152a,50.0669
34,7.93278,140.0,638.10136,26.68717,2255.91362,REFPROP::R152a,126.55086
35,7.93278,63.34999,573.42457,4.61666,2276.94728,REFPROP::R152a,55.91839
36,7.93278,17.03321,518.5005,4.61666,2101.35256,REFPROP::R152a,50.71397
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,7.93278,86.27912,367.78537,26.68717,1520.81715,REFPROP::R152a,64.37744
39,7.93278,86.27912,542.93969,26.68717,2008.12967,REFPROP::R152a,101.54921
48,10.0,122.29423,513.76173,5.0,1552.33204,REFPROP::water,74.87749
49,10.0,86.28001,361.73832,5.0,1149.28237,REFPROP::water,36.9776
