,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,8.34926,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,8.34926,16.06831,228.29282,22.99726,1092.96167,REFPROP::R152a,46.03216
33,8.34926,46.9667,284.41851,22.6523,1277.32835,REFPROP::R152a,49.95443
34,8.34926,135.0,638.70469,21.51969,2279.75024,REFPROP::R152a,120.40485
35,8.34926,68.48321,579.43097,4.68696,2292.88088,REFPROP::R152a,57.41319
36,8.34926,21.06831,523.30528,4.61666,2117.79632,REFPROP::R152a,50.86269
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,8.34926,77.61561,347.77429,22.26829,1466.20618,REFPROP::R152a,59.82945
39,8.34926,76.81644,543.30568,21.89079,2025.07292,REFPROP::R152a,97.11772
48,10.0,121.31409,509.60025,5.0,1541.79542,REFPROP::water,73.69946
49,10.0,82.61465,346.34597,5.0,1106.23822,REFPROP::water,33.7732
