,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,7.45639,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,7.45639,11.48855,220.61021,31.10039,1063.16276,REFPROP::R152a,46.78711
33,7.45639,29.54128,252.29013,31.10039,1171.05137,REFPROP::R152a,47.91837
34,7.45639,140.0,630.71881,31.10039,2222.79645,REFPROP::R152a,128.54543
35,7.45639,39.53981,547.6971,3.72764,2222.79645,REFPROP::R152a,45.52373
36,7.45639,11.48856,515.49772,3.72764,2114.90784,REFPROP::R152a,43.87301
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,7.45639,93.88728,386.77633,31.10039,1571.30043,REFPROP::R152a,69.07405
39,7.45639,93.88728,540.52929,31.10039,1990.20329,REFPROP::R152a,104.21467
48,10.0,124.23402,522.00259,5.0,1573.1206,REFPROP::water,77.23208
49,10.0,93.88823,393.72669,5.0,1237.35078,REFPROP::water,44.0294
