,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,8.28318,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,8.28318,16.25559,228.7118,26.30305,1093.1782,REFPROP::R152a,46.38983
33,8.28318,44.63466,279.96713,25.90851,1262.1717,REFPROP::R152a,49.79465
34,8.28318,138.0,637.07974,25.39034,2258.52817,REFPROP::R152a,124.78893
35,8.28318,64.61604,574.78311,4.68696,2279.19851,REFPROP::R152a,56.6395
36,8.28318,21.25559,523.52779,4.61666,2118.55235,REFPROP::R152a,50.87113
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,8.28318,84.51004,363.582,25.73462,1509.47272,REFPROP::R152a,63.38624
39,8.28318,84.18389,543.22708,25.5619,2012.27944,REFPROP::R152a,100.6616
48,10.0,121.7643,511.51154,5.0,1546.63794,REFPROP::water,74.23959
49,10.0,86.51089,362.70828,5.0,1151.98012,REFPROP::water,37.18369
