,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,8.07975,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,8.07975,10.92844,219.44633,24.90308,1061.3876,REFPROP::R152a,46.12587
33,8.07975,38.84855,269.17044,24.90308,1228.25483,REFPROP::R152a,48.60153
34,8.07975,135.0,635.27421,23.65792,2261.41326,REFPROP::R152a,122.16649
35,8.07975,56.34978,567.2019,3.72764,2283.55118,REFPROP::R152a,47.82582
36,8.07975,11.92844,516.00367,3.72764,2116.68396,REFPROP::R152a,43.87604
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,8.07975,82.10329,357.96663,24.48091,1494.21443,REFPROP::R152a,62.09125
39,8.07975,81.28581,543.41683,24.0659,2017.60995,REFPROP::R152a,99.34201
48,10.0,122.59354,515.03289,5.0,1555.54534,REFPROP::water,75.23881
49,10.0,87.10246,365.1937,5.0,1158.8849,REFPROP::water,37.71402
