,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,8.40757,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,8.40757,16.04105,228.23193,22.51705,1092.93018,REFPROP::R152a,45.98019
33,8.40757,48.61767,287.58352,22.1793,1287.36463,REFPROP::R152a,50.27766
34,8.40757,135.0,639.41247,21.07033,2283.7244,REFPROP::R152a,119.98734
35,8.40757,71.13222,582.62447,4.68696,2302.19253,REFPROP::R152a,57.97009
36,8.40757,21.04105,523.27288,4.61666,2117.6862,REFPROP::R152a,50.86148
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,8.40757,76.62974,345.57859,21.8033,1460.11773,REFPROP::R152a,59.35769
39,8.40757,75.83463,543.22366,21.43369,2026.60949,REFPROP::R152a,96.60062
48,10.0,121.02659,508.37993,5.0,1538.70068,REFPROP::water,73.35541
49,10.0,81.62892,342.20836,5.0,1094.5919,REFPROP::water,32.93325
