,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,8.28851,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,8.28851,15.87178,227.95463,23.15015,1091.73495,REFPROP::R152a,46.04132
33,8.28851,45.20788,281.07215,23.15015,1266.66229,REFPROP::R152a,49.62816
34,8.28851,135.0,637.95493,21.99265,2275.61572,REFPROP::R152a,120.82578
35,8.28851,62.9758,572.97675,4.61666,2275.61572,REFPROP::R152a,55.8476
36,8.28851,16.87178,518.30782,4.61666,2100.68839,REFPROP::R152a,50.70935
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,8.28851,78.63654,350.06377,22.7577,1472.53369,REFPROP::R152a,60.32729
39,8.28851,77.83316,543.36986,22.3719,2023.44547,REFPROP::R152a,97.64271
48,10.0,121.60952,510.85441,5.0,1544.97364,REFPROP::water,74.05371
49,10.0,83.63563,350.63238,5.0,1118.2694,REFPROP::water,34.65298
