,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,7.8303,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,7.8303,11.04014,219.72203,27.49545,1061.3876,REFPROP::R152a,46.40157
33,7.8303,30.5712,254.07909,27.08301,1178.43167,REFPROP::R152a,47.6176
34,7.8303,135.0,631.84602,25.72886,2244.39958,REFPROP::R152a,123.55572
35,7.8303,46.06253,555.08345,3.78441,2244.39958,REFPROP::R152a,46.79315
36,7.8303,16.04014,520.72639,3.72764,2133.13209,REFPROP::R152a,43.94148
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,7.8303,86.16312,367.50765,26.62389,1520.0696,REFPROP::R152a,64.31138
39,7.8303,85.32953,543.08672,26.17255,2010.0441,REFPROP::R152a,101.15417
48,10.0,123.70399,519.7502,5.0,1567.44875,REFPROP::water,76.58566
49,10.0,91.16401,382.26653,5.0,1206.01099,REFPROP::water,41.4431
