,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,7.34576,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,7.34576,11.56586,220.79011,32.54265,1063.25611,REFPROP::R152a,46.94059
33,7.34576,25.74723,245.53903,32.05451,1148.25547,REFPROP::R152a,47.62194
34,7.34576,140.0,629.05308,32.05451,2215.84016,REFPROP::R152a,128.84938
35,7.34576,38.27566,546.07849,3.78441,2215.84016,REFPROP::R152a,45.87478
36,7.34576,16.56586,521.32957,3.72764,2135.21592,REFPROP::R152a,43.95462
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,7.34576,95.41895,390.82646,32.05451,1581.9147,REFPROP::R152a,70.11875
39,7.34576,95.41895,539.70933,32.05451,1985.86319,REFPROP::R152a,104.62361
48,10.0,124.61493,523.62163,5.0,1577.1929,REFPROP::water,77.69805
49,10.0,95.41987,400.1732,5.0,1254.87782,REFPROP::water,45.51313
