,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,7.60386,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,7.60386,11.41797,220.44613,29.78524,1063.07763,REFPROP::R152a,46.64714
33,7.60386,34.55344,261.32462,29.78524,1201.13742,REFPROP::R152a,48.434
34,7.60386,140.0,632.97231,29.78524,2232.48443,REFPROP::R152a,128.05578
35,7.60386,48.84664,558.46081,3.72764,2256.71647,REFPROP::R152a,46.68298
36,7.60386,12.41797,516.56653,3.72764,2118.65667,REFPROP::R152a,43.88033
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,7.60386,91.71366,381.17587,29.78524,1556.53848,REFPROP::R152a,67.65345
39,7.60386,91.71366,541.47464,29.78524,1995.87728,REFPROP::R152a,103.55343
48,10.0,123.68696,519.67784,5.0,1567.26642,REFPROP::water,76.56493
49,10.0,91.71452,384.58179,5.0,1212.36133,REFPROP::water,41.96027
