,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,7.34157,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,7.34157,11.25796,220.26224,32.5787,1061.3876,REFPROP::R152a,46.94178
33,7.34157,25.60318,245.2841,32.09001,1147.38926,REFPROP::R152a,47.61227
34,7.34157,140.0,628.99057,32.09001,2215.5823,REFPROP::R152a,128.85988
35,7.34157,38.20604,545.99819,3.78441,2215.5823,REFPROP::R152a,45.8675
36,7.34157,16.25796,520.97633,3.72764,2133.996,REFPROP::R152a,43.9468
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,7.34157,95.47525,390.97712,32.09001,1582.30857,REFPROP::R152a,70.15789
39,7.34157,95.47525,539.67651,32.09001,1985.69764,REFPROP::R152a,104.63767
48,10.0,124.62885,523.68081,5.0,1577.34166,REFPROP::water,77.7151
49,10.0,95.47616,400.41019,5.0,1255.52076,REFPROP::water,45.56807
