,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,7.59971,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,7.59971,11.14007,219.96944,29.82286,1061.3876,REFPROP::R152a,46.64898
33,7.59971,34.41318,261.06989,29.82286,1200.29555,REFPROP::R152a,48.41764
34,7.59971,140.0,632.90852,29.82286,2232.20553,REFPROP::R152a,128.07096
35,7.59971,48.77141,558.37347,3.72764,2256.44521,REFPROP::R152a,46.67245
36,7.59971,12.14007,516.24702,3.72764,2117.53726,REFPROP::R152a,43.87778
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,7.59971,91.77688,381.33652,29.82286,1556.96333,REFPROP::R152a,67.6938
39,7.59971,91.77688,541.45043,29.82286,1995.71947,REFPROP::R152a,103.5739
48,10.0,123.70297,519.74588,5.0,1567.43787,REFPROP::water,76.58443
49,10.0,91.77775,384.84775,5.0,1213.09019,REFPROP::water,42.01985
