,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,7.90953,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,7.90953,11.23473,220.02104,26.3791,1062.85706,REFPROP::R152a,46.2845
33,7.90953,33.28522,258.98231,26.3791,1194.76309,REFPROP::R152a,47.89658
34,7.90953,135.0,632.965,25.06014,2249.82476,REFPROP::R152a,123.13856
35,7.90953,46.9392,556.24828,3.72764,2249.82476,REFPROP::R152a,46.42184
36,7.90953,12.23473,516.35586,3.72764,2117.91873,REFPROP::R152a,43.87861
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,7.90953,84.88053,364.45673,25.93191,1511.83888,REFPROP::R152a,63.59099
39,7.90953,84.05197,543.24075,25.4923,2012.53186,REFPROP::R152a,100.60379
48,10.0,123.35883,518.2837,5.0,1563.75185,REFPROP::water,76.16595
49,10.0,89.88152,376.87391,5.0,1191.18276,REFPROP::water,40.24909
