,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,7.76909,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,7.76909,16.36619,228.95971,28.25588,1093.3078,REFPROP::R152a,46.60105
33,7.76909,40.11049,271.51338,28.25588,1234.51553,REFPROP::R152a,49.17175
34,7.76909,140.0,635.53443,28.25588,2243.92874,REFPROP::R152a,127.37745
35,7.76909,54.16095,562.46606,4.61666,2243.92874,REFPROP::R152a,54.30907
36,7.76909,17.36619,518.89783,4.61666,2102.72102,REFPROP::R152a,50.72382
41,10.0,140.0,589.25139,5.0,1739.0745,REFPROP::water,97.49103
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,7.76909,89.08894,374.61053,28.25588,1539.10183,REFPROP::R152a,66.02529
39,7.76909,89.08894,542.32537,28.25588,2002.09687,REFPROP::R152a,102.64308
48,10.0,123.01816,516.83646,5.0,1560.10032,REFPROP::water,75.75264
49,10.0,89.0898,373.54564,5.0,1182.00476,REFPROP::water,39.51958
