,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,6.17626,138.91599,524.91738,10.72562,1928.79593,REFPROP::R245fa,62.12333
12,6.17626,65.0,287.14743,10.18934,1283.1962,REFPROP::R245fa,7.15495
13,6.17626,30.84613,240.20997,10.0365,1136.99834,REFPROP::R245fa,1.61342
14,6.17626,8.0,240.20997,0.75755,1143.48465,REFPROP::R245fa,-0.22318
15,6.17626,7.52566,410.36228,0.7424,1749.89491,REFPROP::R245fa,-1.77594
16,6.17626,60.0,457.29973,0.73127,1903.91573,REFPROP::R245fa,1.55052
21,10.0,60.0,251.24867,1.013,831.24981,REFPROP::water,16.53887
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,6.17626,92.00705,470.48798,10.54379,1789.40032,REFPROP::R245fa,47.1638
19,6.17626,91.27472,326.00913,10.36505,1393.77847,REFPROP::R245fa,14.70528
28,10.0,65.73349,275.25069,1.013,902.6825,REFPROP::water,20.31472
29,10.0,87.00777,364.48465,1.013,1158.06066,REFPROP::water,37.23836
