,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,6.1338,141.36442,527.87602,10.62262,1936.48052,REFPROP::R245fa,62.90609
12,6.1338,65.91983,288.46,10.09149,1287.09619,REFPROP::R245fa,7.36323
13,6.1338,28.01979,236.46852,10.09149,1124.61958,REFPROP::R245fa,1.37701
14,6.1338,10.0,235.07781,0.82417,1124.61958,REFPROP::R245fa,-0.0137
15,6.1338,10.0,412.2191,0.82417,1750.22895,REFPROP::R245fa,-0.0137
16,6.1338,65.91983,462.70401,0.82417,1912.70556,REFPROP::R245fa,4.46596
21,10.0,60.0,251.24867,1.013,831.24981,REFPROP::water,16.53887
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,6.1338,91.59338,470.23548,10.44254,1789.17891,REFPROP::R245fa,46.974
19,6.1338,90.8628,325.37707,10.26552,1392.06727,REFPROP::R245fa,14.55775
28,10.0,65.40924,273.89287,1.013,898.67383,REFPROP::water,20.09196
29,10.0,86.59406,362.74613,1.013,1153.23078,REFPROP::water,36.86742
