,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,6.56885,125.56695,511.0513,9.6646,1900.2415,REFPROP::R245fa,56.34245
12,6.56885,60.0,280.05257,9.6646,1262.18536,REFPROP::R245fa,6.0093
13,6.56885,26.76123,234.79129,9.51963,1119.18144,REFPROP::R245fa,1.23959
14,6.56885,5.0,233.10235,0.66576,1119.18144,REFPROP::R245fa,-0.44935
15,6.56885,3.82993,407.58983,0.63247,1749.57219,REFPROP::R245fa,-4.45702
16,6.56885,55.0,452.8511,0.62298,1900.2415,REFPROP::R245fa,-1.85775
21,10.0,60.0,251.24867,1.013,831.24981,REFPROP::water,16.53887
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,6.56885,88.31,468.20257,9.6646,1787.38616,REFPROP::R245fa,45.4487
19,6.56885,88.31,321.47759,9.6646,1381.46301,REFPROP::R245fa,13.66086
28,10.0,66.49985,278.46016,1.013,912.14252,REFPROP::water,20.84559
29,10.0,88.30928,369.95499,1.013,1173.222,REFPROP::water,38.41576
