,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,5.98178,145.36193,532.6463,10.49564,1948.59288,REFPROP::R245fa,64.24675
12,5.98178,65.0,287.14564,9.97086,1283.24371,REFPROP::R245fa,7.13971
13,5.98178,26.48099,234.43233,9.87115,1117.89626,REFPROP::R245fa,1.24453
14,5.98178,5.0,234.43233,0.66576,1123.96297,REFPROP::R245fa,-0.47326
15,5.98178,3.82993,407.58983,0.63247,1749.57219,REFPROP::R245fa,-4.45702
16,5.98178,63.0,460.30313,0.62614,1922.36823,REFPROP::R245fa,-0.67091
21,10.0,60.0,251.24867,1.013,831.24981,REFPROP::water,16.53887
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,5.98178,91.0792,469.92047,10.31772,1788.90222,REFPROP::R245fa,46.73733
19,5.98178,90.35081,324.59256,10.14281,1389.9404,REFPROP::R245fa,14.37546
28,10.0,65.3509,273.64859,1.013,897.95223,REFPROP::water,20.052
29,10.0,86.07867,360.5805,1.013,1147.20654,REFPROP::water,36.40755
