,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,6.5714,133.57258,518.56288,10.85933,1912.60403,REFPROP::R245fa,60.35357
12,6.5714,70.53073,295.08994,10.31636,1306.46321,REFPROP::R245fa,8.50941
13,6.5714,34.40275,244.95145,10.16162,1152.47387,REFPROP::R245fa,1.973
14,6.5714,10.0,242.96475,0.82417,1152.47387,REFPROP::R245fa,-0.0137
15,6.5714,10.0,412.2191,0.82417,1750.22895,REFPROP::R245fa,-0.0137
16,6.5714,65.53073,462.3576,0.81181,1912.60403,REFPROP::R245fa,4.14829
21,10.0,60.0,251.24867,1.013,831.24981,REFPROP::water,16.53887
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,6.5714,92.53965,470.81183,10.67524,1789.68378,REFPROP::R245fa,47.40739
19,6.5714,91.80507,326.82412,10.49427,1395.98179,REFPROP::R245fa,14.8964
28,10.0,64.98167,272.10247,1.013,893.3822,REFPROP::water,19.79988
29,10.0,87.54026,366.72256,1.013,1164.26976,REFPROP::water,37.71816
