,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,6.24266,136.81867,522.38917,10.80552,1922.24228,REFPROP::R245fa,61.45079
12,6.24266,65.0,287.14805,10.26525,1283.1797,REFPROP::R245fa,7.16024
13,6.24266,28.60159,237.238,10.11127,1127.16715,REFPROP::R245fa,1.42514
14,6.24266,5.0,237.238,0.66576,1134.04985,REFPROP::R245fa,-0.52369
15,6.24266,3.82993,407.58983,0.63247,1749.57219,REFPROP::R245fa,-4.45702
16,6.24266,60.0,457.49988,0.62298,1914.30113,REFPROP::R245fa,-1.18996
21,10.0,60.0,251.24867,1.013,831.24981,REFPROP::water,16.53887
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,6.24266,92.32593,470.68204,10.62234,1789.57025,REFPROP::R245fa,47.30975
19,6.24266,91.59225,326.49692,10.44227,1395.09762,REFPROP::R245fa,14.81955
28,10.0,65.86772,275.81283,1.013,904.34096,REFPROP::water,20.40727
29,10.0,87.32615,365.82269,1.013,1161.77417,REFPROP::water,37.52492
