,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,6.20929,139.99409,526.24651,10.66013,1932.35057,REFPROP::R245fa,62.44597
12,6.20929,66.81488,289.74108,10.12713,1290.86084,REFPROP::R245fa,7.57836
13,6.20929,24.2612,231.52181,10.12713,1108.08247,REFPROP::R245fa,1.11279
14,6.20929,5.0,230.01517,0.66576,1108.08247,REFPROP::R245fa,-0.39386
15,6.20929,3.82993,407.58983,0.63247,1749.57219,REFPROP::R245fa,-4.45702
16,6.20929,66.81488,463.88556,0.63247,1932.35057,REFPROP::R245fa,0.08502
21,10.0,60.0,251.24867,1.013,831.24981,REFPROP::water,16.53887
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,6.20929,91.74437,470.32775,10.47942,1789.25985,REFPROP::R245fa,47.04334
19,6.20929,91.01316,325.60769,10.30177,1392.69188,REFPROP::R245fa,14.61151
28,10.0,65.32003,273.51928,1.013,897.57021,REFPROP::water,20.03086
29,10.0,86.74493,363.38012,1.013,1154.99274,REFPROP::water,37.00251
