,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,6.2019,137.63754,525.34928,9.23165,1938.08289,REFPROP::R245fa,59.92564
12,6.2019,60.0,280.04732,9.23165,1262.27446,REFPROP::R245fa,5.97883
13,6.2019,22.06783,228.62233,9.23165,1098.52183,REFPROP::R245fa,0.9204
14,6.2019,5.0,227.35588,0.66576,1098.52183,REFPROP::R245fa,-0.34605
15,6.2019,3.82993,407.58983,0.63247,1749.57219,REFPROP::R245fa,-4.45702
16,6.2019,60.0,457.48239,0.63247,1913.32483,REFPROP::R245fa,-0.93101
21,10.0,60.0,251.24867,1.013,831.24981,REFPROP::water,16.53887
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,6.2019,86.39582,466.99515,9.23165,1786.31553,REFPROP::R245fa,44.54443
19,6.2019,86.39582,318.57304,9.23165,1373.51107,REFPROP::R245fa,13.0079
28,10.0,65.70752,275.14194,1.013,902.36158,REFPROP::water,20.29684
29,10.0,86.39533,361.91104,1.013,1150.90877,REFPROP::water,36.6898
