,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,6.41188,136.38617,521.94081,10.76667,1921.34298,REFPROP::R245fa,61.25707
12,6.41188,69.01916,292.90809,10.22834,1300.12198,REFPROP::R245fa,8.12307
13,6.41188,29.02594,237.80265,10.22834,1129.00795,REFPROP::R245fa,1.46857
14,6.41188,10.0,236.32038,0.82417,1129.00795,REFPROP::R245fa,-0.0137
15,6.41188,10.0,412.2191,0.82417,1750.22895,REFPROP::R245fa,-0.0137
16,6.41188,69.01916,465.64608,0.82417,1921.34298,REFPROP::R245fa,4.96234
21,10.0,60.0,251.24867,1.013,831.24981,REFPROP::water,16.53887
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,6.41188,92.17109,470.58788,10.58415,1789.48782,REFPROP::R245fa,47.23892
19,6.41188,91.43807,326.26001,10.40472,1394.4571,REFPROP::R245fa,14.76401
28,10.0,65.1085,272.63352,1.013,894.95245,REFPROP::water,19.88632
29,10.0,87.17199,365.17481,1.013,1159.97649,REFPROP::water,37.38605
