,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,9.73399,152.86806,511.52045,8.54088,1869.70148,REFPROP::R1336MZZZ,65.42262
12,9.73399,70.0,287.10741,8.54088,1281.26709,REFPROP::R1336MZZZ,7.62478
13,9.73399,22.96265,227.66009,8.54088,1095.12627,REFPROP::R1336MZZZ,0.88323
14,9.73399,5.0,226.41071,0.31368,1095.12627,REFPROP::R1336MZZZ,-0.36615
15,9.73399,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,9.73399,70.0,440.01728,0.29799,1844.50065,REFPROP::R1336MZZZ,1.05506
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
18,9.73399,108.31035,460.67814,8.54088,1743.59007,REFPROP::R1336MZZZ,50.28876
19,9.73399,108.31035,339.67211,8.54088,1426.37223,REFPROP::R1336MZZZ,19.10296
28,10.0,82.20229,344.61502,5.0,1101.36995,REFPROP::water,33.4207
29,10.0,108.31032,454.53361,5.0,1399.84582,REFPROP::water,58.82584
