,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,9.39053,159.95172,517.96735,9.63094,1879.47157,REFPROP::R1336MZZZ,69.10312
12,9.39053,75.0,293.72562,9.14939,1300.27173,REFPROP::R1336MZZZ,8.86183
13,9.39053,27.55291,233.27228,9.0579,1113.80681,REFPROP::R1336MZZZ,1.20603
14,9.39053,5.0,233.27228,0.31368,1119.79489,REFPROP::R1336MZZZ,-0.4895
15,9.39053,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,9.39053,73.0,442.82232,0.29501,1853.14411,REFPROP::R1336MZZZ,1.41271
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
18,9.39053,112.98126,463.78576,9.46767,1747.68728,REFPROP::R1336MZZZ,52.23625
19,9.39053,112.19794,345.27798,9.30717,1440.81185,REFPROP::R1336MZZZ,20.62025
28,10.0,81.54568,341.85898,5.0,1093.60698,REFPROP::water,32.86274
29,10.0,107.98143,453.14408,5.0,1396.20159,REFPROP::water,58.46818
