,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,10.40378,140.85449,496.89505,9.1968,1831.68811,REFPROP::R1336MZZZ,61.5607
12,10.40378,70.0,287.11553,9.1968,1281.13683,REFPROP::R1336MZZZ,7.66978
13,10.40378,28.22092,234.09018,9.05885,1116.52352,REFPROP::R1336MZZZ,1.25469
14,10.40378,5.0,232.36235,0.31368,1116.52352,REFPROP::R1336MZZZ,-0.47314
15,10.40378,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,10.40378,65.0,435.39433,0.29352,1831.68811,REFPROP::R1336MZZZ,0.05998
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
18,10.40378,111.65335,462.91143,9.1968,1746.53707,REFPROP::R1336MZZZ,51.6876
19,10.40378,111.65335,344.48908,9.1968,1438.78936,REFPROP::R1336MZZZ,20.40402
28,10.0,84.23254,353.13877,5.0,1125.28847,REFPROP::water,35.17193
29,10.0,111.65372,468.66766,5.0,1436.73684,REFPROP::water,62.5142
