,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,10.16801,144.80148,501.7699,8.96343,1844.50065,REFPROP::R1336MZZZ,62.80768
12,10.16801,70.0,287.11263,8.96343,1281.18313,REFPROP::R1336MZZZ,7.65377
13,10.16801,22.95622,227.66602,8.96343,1095.04232,REFPROP::R1336MZZZ,0.91293
14,10.16801,5.0,226.38736,0.31368,1095.04232,REFPROP::R1336MZZZ,-0.36573
15,10.16801,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,10.16801,70.0,440.01728,0.29799,1844.50065,REFPROP::R1336MZZZ,1.05506
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
18,10.16801,110.48524,462.13617,8.96343,1745.51536,REFPROP::R1336MZZZ,51.20164
19,10.16801,110.48524,342.80098,8.96343,1434.45115,REFPROP::R1336MZZZ,19.94428
28,10.0,83.50229,350.07252,5.0,1116.69995,REFPROP::water,34.53751
29,10.0,110.48469,463.72388,5.0,1423.86975,REFPROP::water,61.21374
