,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,10.29285,145.97265,500.70228,10.41262,1835.63238,REFPROP::R1336MZZZ,64.25111
12,10.29285,76.794,296.11853,9.89199,1306.95344,REFPROP::R1336MZZZ,9.3628
13,10.29285,34.28063,241.57093,9.74361,1140.93279,REFPROP::R1336MZZZ,1.82395
14,10.29285,10.0,239.70283,0.39354,1140.93279,REFPROP::R1336MZZZ,-0.04415
15,10.29285,10.0,386.95489,0.39354,1660.98246,REFPROP::R1336MZZZ,-0.04415
16,10.29285,71.794,441.50249,0.38764,1835.63238,REFPROP::R1336MZZZ,5.05132
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
18,10.29285,116.59795,466.12674,10.2361,1750.75306,REFPROP::R1336MZZZ,53.70915
19,10.29285,115.79971,350.52648,10.06257,1454.18879,REFPROP::R1336MZZZ,22.08106
28,10.0,83.35398,349.44984,5.0,1114.95366,REFPROP::water,34.40929
29,10.0,111.59881,468.43541,5.0,1436.13324,REFPROP::water,62.45286
