,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,9.7742,153.76802,510.44761,9.94278,1860.613,REFPROP::R1336MZZZ,66.92318
12,9.7742,75.96266,295.00804,9.44564,1303.88079,REFPROP::R1336MZZZ,9.12233
13,9.7742,24.58045,229.65649,9.44564,1101.62762,REFPROP::R1336MZZZ,1.03877
14,9.7742,5.0,228.21906,0.31368,1101.62762,REFPROP::R1336MZZZ,-0.39866
15,9.7742,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,9.7742,75.96266,445.59421,0.29799,1860.613,REFPROP::R1336MZZZ,2.06978
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
18,9.7742,114.44987,464.74368,9.77423,1748.9445,REFPROP::R1336MZZZ,52.83819
19,9.7742,113.66049,347.40262,9.60853,1446.24331,REFPROP::R1336MZZZ,21.20697
28,10.0,82.21303,344.66008,5.0,1101.49675,REFPROP::water,33.42985
29,10.0,109.45041,459.35155,5.0,1412.45724,REFPROP::water,60.07286
