,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,10.24965,143.40102,500.05002,9.04374,1839.9976,REFPROP::R1336MZZZ,62.36285
12,10.24965,70.0,287.11362,9.04374,1281.16719,REFPROP::R1336MZZZ,7.65928
13,10.24965,32.12453,238.88317,8.90808,1132.36193,REFPROP::R1336MZZZ,1.56303
14,10.24965,10.0,237.27599,0.39354,1132.36193,REFPROP::R1336MZZZ,-0.04415
15,10.24965,10.0,386.95489,0.39354,1660.98246,REFPROP::R1336MZZZ,-0.04415
16,10.24965,65.0,435.18535,0.38764,1817.13646,REFPROP::R1336MZZZ,3.9713
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
18,10.24965,110.88981,462.40532,9.04374,1745.87024,REFPROP::R1336MZZZ,51.3703
19,10.24965,110.88981,343.38503,9.04374,1435.95371,REFPROP::R1336MZZZ,20.10288
28,10.0,83.75291,351.1248,5.0,1119.64933,REFPROP::water,34.75467
29,10.0,110.8903,465.43897,5.0,1428.33802,REFPROP::water,61.66364
