,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,10.43622,140.3341,496.24568,9.22916,1829.97044,REFPROP::R1336MZZZ,61.39769
12,10.43622,70.0,287.11593,9.22916,1281.13041,REFPROP::R1336MZZZ,7.672
13,10.43622,27.14992,232.78472,9.22916,1112.14243,REFPROP::R1336MZZZ,1.18973
14,10.43622,10.0,231.55084,0.39354,1112.14243,REFPROP::R1336MZZZ,-0.04415
15,10.43622,10.0,386.95489,0.39354,1660.98246,REFPROP::R1336MZZZ,-0.04415
16,10.43622,70.0,439.81478,0.39354,1829.97044,REFPROP::R1336MZZZ,4.96679
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
18,10.43622,111.81351,463.01728,9.22916,1746.67645,REFPROP::R1336MZZZ,51.75399
19,10.43622,111.81351,344.72097,9.22916,1439.38418,REFPROP::R1336MZZZ,20.46749
28,10.0,84.33439,353.56647,5.0,1126.48505,REFPROP::water,35.26081
29,10.0,111.81399,469.34559,5.0,1438.49823,REFPROP::water,62.6934
